FIPS,Mask_Usage_NEVER,Mask_Usage_RARELY,Mask_Usage_SOMETIMES,Mask_Usage_FREQUENTLY,Mask_Usage_ALWAYS,Mask_Usage_Combined,Count_Less_HighSchool,Count_HighSchool,Count_Less_College,Count_Higher_College,Percent_Less_HighSchool,Percent_HighSchool,Percent_Less_College,Percent_Higher_College,Trump_Win,Biden_Win,Unemployment_2019_Value,Poverty_Estimates_Value,Population_Density,COVID_Average_Confirmed,COVID_Average_Death,Crime_per_100K,Series_Complete_Pop_Pct,Change_in_Movement,Intouch_users_Proportion,COVID_Essential_Workers_pct_essential,Total_Federal_Investment,COVID_Hospital_Occupancy_Rate,COVID_Hospital_All_Beds,COVID_Average_Testing,Total_Population,Urban_Population,Rural_Population,Percent_Rural,Updated_Change_in_Movement
01000,NA,NA,NA,NA,NA,NA,"458,922","1,022,839","993,344","845,772",0.138,0.308,0.299,0.255,NA,NA,3,747478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01001,0.053,0.074,0.134,0.295,0.444,3.95,"4,291","12,551","10,596","9,929",0.115,0.336,0.284,0.266,1,0,2.7,6723,35.85341899,16.83076923076923,0.25384615384615383,251.6019259,31.8,-0.05196923076923077,0.19531307692307692,0.4687627436587554,NA,0.575,140,173.74615384615385,"54,571","31,650","22,921",0.42,-0.06623384615384616
01003,0.083,0.059,0.098,0.323,0.436,3.8840000000000003,"13,893","41,797","47,274","48,148",0.092,0.27699999999999997,0.313,0.319,1,0,2.7,22360,50.54150356,93.98461538461538,0.12307692307692307,228.086325,40,0.04598384615384615,0.17088846153846154,0.4509259551377102,1437379,0.5483556454960564,748,554.1846153846154,"182,265","105,205","77,060",0.423,-0.08478230769230768
01005,0.067,0.121,0.12,0.201,0.491,3.861,"4,812","6,396","4,676","2,080",0.268,0.35600000000000004,0.26,0.11599999999999999,1,0,3.8,5909,11.24798121,10.299999999999999,0.06153846153846154,177.2787709,33.1,-0.06379846153846154,0.1729153846153846,0.5830262688696065,NA,0.425,104,41.97692307692308,"27,457","8,844","18,613",0.6779999999999999,-0.0011530769230769233
01007,0.02,0.034,0.096,0.278,0.572,4.328,"3,386","7,256","3,848","1,678",0.209,0.449,0.23800000000000002,0.10400000000000001,1,0,3.1,4101,13.973114,5.592307692307692,0.007692307692307693,217.6616915,27.9,-0.05512307692307692,0.20209153846153846,0.6157147967091928,NA,0.185,60,36.63846153846154,"22,915","7,252","15,663",0.684,-0.025676923076923073
01009,0.053,0.114,0.18,0.194,0.459,3.839,"7,763","13,299","13,519","5,210",0.195,0.33399999999999996,0.34,0.131,1,0,2.7,9324,34.51581642,15.792307692307693,0,210.8100636,23.9,-0.05228846153846154,0.18563846153846153,0.5759912396769631,NA,0.42000000000000004,50,100.02307692307693,"57,322","5,760","51,562",0.9,0.004957692307692302
01011,0.031,0.04,0.144,0.286,0.5,4.156,"1,798","2,860","1,587",856,0.253,0.40299999999999997,0.223,0.121,0,1,3.6,2537,6.41761955,2.5076923076923077,0.05384615384615385,526.3652599,40.8,NA,NA,0.6573280852049086,NA,0.105,91,25.876923076923077,"10,914","5,307","5,607",0.514,NA
01013,0.102,0.053,0.257,0.137,0.451,3.6799999999999997,"2,066","6,244","3,279","2,230",0.15,0.452,0.237,0.161,1,0,3.6,4124,9.952770785,4.392307692307693,0.11538461538461539,537.8731804,31.1,-0.030227692307692306,0.20003692307692308,0.5935687263556116,NA,0.18330635118306354,160,50.80769230769231,"20,947","6,026","14,921",0.7120000000000001,-0.09492615384615384
01015,0.152,0.108,0.13,0.167,0.442,3.484,"12,315","25,940","26,233","14,620",0.156,0.32799999999999996,0.332,0.185,1,0,3.5,18988,73.348688,29.53076923076923,0.007692307692307693,580.7976974,36.6,-0.029852307692307692,0.18726,0.5490228829129781,51817164.42,0.48124274677267176,1036,211.1923076923077,"118,572","78,617","39,955",0.337,-0.023830769230769232
01017,0.117,0.037,0.15,0.136,0.56,3.8680000000000003,"4,372","8,739","7,515","3,163",0.184,0.36700000000000005,0.316,0.133,1,0,2.9,6415,21.89263808,10.338461538461539,0.11538461538461539,562.0279843,25,-0.04093846153846154,0.18520692307692307,0.6264703905357263,NA,0,115,66.93076923076923,"34,215","17,399","16,816",0.491,-0.00791615384615385
01019,0.135,0.027,0.161,0.158,0.52,3.769,"3,478","7,598","5,391","2,407",0.184,0.40299999999999997,0.28600000000000003,0.128,1,0,2.9,4121,18.0333283,5.776923076923077,0,415.9829027,25.6,-6.284615384615389e-4,0.18655846153846153,0.6676352705410822,NA,0.12,105,32.15384615384615,"25,989","3,707","22,282",0.857,0.009667692307692306
01021,0.06,0.07,0.058,0.194,0.618,4.18,"5,474","13,348","7,401","3,823",0.182,0.444,0.24600000000000002,0.127,1,0,2.7,7044,24.48066939,13.876923076923077,0.007692307692307693,354.9407294,27.8,-0.04343846153846154,0.16872846153846152,0.5870135798242611,NA,0.185,56,109.47692307692307,"43,643","5,785","37,858",0.867,-0.04246846153846154
01023,0.049,0.038,0.126,0.219,0.568,4.17,"1,737","3,515","2,964","1,113",0.18600000000000003,0.377,0.318,0.11900000000000001,1,0,4.7,2811,5.526508604,3.3,0,96.82705199,51,-0.10446692307692308,0.1940876923076923,0.6046010064701653,NA,0.115,50,11.23076923076923,"13,859",0,"13,859",1,NA
01025,0.049,0.088,0.164,0.268,0.43,3.8899999999999997,"3,259","7,005","4,456","2,050",0.19399999999999998,0.418,0.266,0.122,1,0,5.8,4281,7.603131652,21.1,0.05384615384615385,480.0253898,40.3,-0.10244923076923076,0.1927923076923077,0.6407979407979408,NA,0.1575,141,82.77692307692308,"25,833","6,205","19,628",0.76,0.0034407692307692334
01027,0.148,0.158,0.195,0.169,0.329,3.222,"2,205","3,577","2,678",999,0.233,0.37799999999999995,0.28300000000000003,0.106,1,0,3,2156,8.552331345,3.0615384615384618,0,430.075634,33,-0.041389999999999996,0.18003153846153847,0.6484530486701646,NA,0.35,92,23.892307692307693,"13,932",0,"13,932",1,-0.012512499999999996
01029,0.151,0.125,0.138,0.217,0.368,3.372,"2,198","3,980","2,687","1,616",0.21,0.38,0.256,0.154,1,0,3.2,1945,10.29735391,2.746153846153846,0,193.4106976,24.3,-0.03739230769230769,0.21291615384615384,0.5477483791834589,NA,NA,NA,13.876923076923077,"14,972",0,"14,972",1,-0.15455230769230768
01031,0.101,0.152,0.094,0.186,0.466,3.66,"4,967","9,615","12,667","8,044",0.141,0.272,0.359,0.228,1,0,2.9,7734,29.16467291,12.2,0.17692307692307693,341.591739,30.8,-0.05748615384615385,0.17670923076923079,0.5598210617610809,5550702.4,0.31000000000000005,230,72.20769230769231,"49,948","26,375","23,573",0.47200000000000003,-0.023365384615384614
01033,0.082,0.096,0.152,0.159,0.51,3.8339999999999996,"5,783","14,740","11,366","7,070",0.14800000000000002,0.37799999999999995,0.292,0.18100000000000002,1,0,3.7,7998,35.49694998,22.384615384615383,0.05384615384615385,482.3917828,39.7,-0.012666923076923076,0.17374923076923077,0.5716976173791171,NA,0.295,683,134.8,"54,428","30,537","23,891",0.439,-0.017636923076923074
01035,0.099,0.052,0.259,0.192,0.399,3.644,"1,384","4,516","1,805","1,128",0.157,0.511,0.204,0.128,1,0,4,2662,5.682995171,6.161538461538462,0.3076923076923077,644.0599053,33.6,0.02515230769230769,0.15743923076923078,0.6420132325141777,824397,0.145,102,28.323076923076922,"13,228","2,520","10,708",0.809,NA
01037,0.055,0.131,0.167,0.263,0.384,3.735,"1,652","3,327","2,221","1,059",0.2,0.40299999999999997,0.26899999999999996,0.128,1,0,3,1789,6.438885282,1.4615384615384615,0,192.6959075,33,-0.02066923076923077,0.18755153846153846,0.6075678248453118,NA,NA,NA,12.676923076923076,"11,539",0,"11,539",1,NA
01039,0.187,0.128,0.129,0.201,0.356,3.227,"4,366","9,819","8,119","4,020",0.166,0.373,0.308,0.153,1,0,3.4,6269,13.99370346,15.2,0.5384615384615384,258.6707491,30.3,-0.04405923076923077,0.1928353846153846,0.5721225205775199,5778792.6,0.48749999999999993,315,95.33076923076923,"37,765","11,461","26,304",0.6970000000000001,0.004342307692307694
01041,0.06,0.091,0.199,0.233,0.416,3.791,"2,016","3,830","2,157","1,687",0.20800000000000002,0.395,0.223,0.174,1,0,2.8,2289,8.792273306,2.1538461538461537,0,479.0504791,27.5,-0.04334153846153846,0.16327538461538463,0.5712773465067043,NA,0.03,122,16,"13,906",0,"13,906",1,0.0010369230769230811
01043,0.13,0.024,0.249,0.217,0.379,3.558,"10,648","19,668","19,406","8,004",0.184,0.341,0.336,0.139,1,0,2.6,10088,43.25267563,24.215384615384615,0.19230769230769232,237.591417,31.4,-0.012234615384615384,0.17291692307692308,0.5836741848778778,NA,0.4155821917808219,370,195.0076923076923,"80,406","21,517","58,889",0.732,-0.030136923076923075
01045,0.089,0.113,0.118,0.22,0.46,3.7600000000000002,"4,651","10,819","11,961","6,078",0.139,0.32299999999999995,0.35700000000000004,0.18100000000000002,1,0,3.1,8727,33.89312549,20.392307692307693,0.06923076923076923,410.9534119,41.9,-0.08724230769230769,0.1884823076923077,0.5486828942980994,NA,0.26,166,98.44615384615385,"50,251","24,679","25,572",0.509,-0.031290769230769226
01047,0.095,0.1,0.159,0.122,0.524,3.785,"4,757","9,411","8,178","3,854",0.182,0.359,0.312,0.147,0,1,5.5,9533,15.79103338,18.038461538461537,0.07692307692307693,828.6503477,33.1,-0.006687692307692308,0.20847615384615384,0.5938523733184637,3047838.4,0.565,284,130.75384615384615,"43,820","23,821","19,999",0.456,-0.01765
01049,0.084,0.051,0.106,0.179,0.58,4.036,"12,072","16,431","13,241","6,246",0.252,0.342,0.276,0.13,1,0,2.8,12848,35.37577983,36.26923076923077,0.12307692307692307,381.6202667,25.5,-0.001010000000000001,0.16995076923076924,0.608455076082189,NA,0.39,231,190.46153846153845,"71,109","7,018","64,091",0.9009999999999999,-0.05923615384615385
01051,0.042,0.095,0.127,0.252,0.485,4.004,"7,503","18,232","16,298","14,060",0.134,0.325,0.29100000000000004,0.251,1,0,2.6,8753,50.70144021,24.307692307692307,0.5615384615384615,284.2945786,34.7,-0.05710307692307692,0.18787,0.4684025746050322,743132.7,0.21250000000000002,199,206,"79,303","36,330","42,973",0.542,-0.06207230769230769
01053,0.114,0.026,0.188,0.285,0.387,3.691,"4,878","11,308","6,449","3,224",0.18899999999999997,0.43700000000000006,0.249,0.125,1,0,3.5,6980,15.24764898,22.038461538461537,0.16153846153846152,618.6978385,27.8,-0.012005384615384617,0.1790076923076923,0.5867354919443141,NA,0.36,237,103.18461538461538,"38,319","13,982","24,337",0.635,-0.05890461538461539
01055,0.096,0.103,0.178,0.122,0.501,3.7329999999999997,"11,127","23,668","24,422","12,815",0.154,0.32899999999999996,0.33899999999999997,0.17800000000000002,1,0,3.3,18801,74.25054812,42.65384615384615,0.046153846153846156,513.8024266,32,-0.06375923076923076,0.19998076923076924,0.563094958968347,14324163.91,0.3858706321881181,1329,279.9076923076923,"104,430","65,286","39,144",0.375,-0.05662692307692307
01057,0.138,0.048,0.151,0.233,0.429,3.626,"2,037","4,831","3,387","1,451",0.174,0.413,0.289,0.124,1,0,3.1,2721,10.20180135,4.084615384615384,0.007692307692307693,230.6464013,28,0.016534615384615387,0.19480769230769232,0.6195360580716427,NA,0.15,106,43.792307692307695,"17,241","3,408","13,833",0.802,NA
01059,0.065,0.071,0.223,0.156,0.484,3.855,"4,739","7,601","5,539","2,907",0.228,0.366,0.266,0.14,1,0,2.8,4989,19.21135615,8.807692307692307,0.33076923076923076,497.9068882,35.2,-0.04248,0.1806346153846154,0.5950155763239875,NA,0.295,199,64.6,"31,704","9,395","22,309",0.7040000000000001,-0.10445692307692307
01061,0.176,0.131,0.089,0.158,0.445,3.386,"3,672","6,714","5,943","2,331",0.19699999999999998,0.36,0.318,0.125,1,0,2.9,4180,17.80431585,7.038461538461538,0,318.0304561,30.6,-0.0838076923076923,0.19377384615384616,0.5818923644841655,NA,0.19,156,31.846153846153847,"26,790","2,775","24,015",0.8959999999999999,0.029948461538461535
01063,0.03,0.053,0.127,0.167,0.623,4.2700000000000005,"1,204","2,237","1,766",586,0.20800000000000002,0.386,0.305,0.10099999999999999,0,1,5.6,2553,5.028100131,2.753846153846154,0.12307692307692308,903.4766697,38.7,-0.14724500000000001,0.15087,0.6139398998330551,NA,0.03,40,21.46153846153846,"9,045",0,"9,045",1,NA
01065,0.026,0.061,0.084,0.191,0.639,4.333,"1,587","4,303","2,620","1,411",0.16,0.434,0.264,0.142,0,1,3.9,2956,8.925557001,6.292307692307692,0.13076923076923078,136.3105284,49.4,-0.03175384615384615,0.2094023076923077,0.5340802987861811,NA,0.125,67,63.19230769230769,"15,760","1,707","14,053",0.892,NA
01067,0.066,0.068,0.17,0.258,0.438,3.868,"2,509","3,961","3,622","2,076",0.20600000000000002,0.326,0.298,0.171,1,0,3.6,2919,11.76966574,5.592307692307692,0,387.372803,35.5,-0.13921307692307694,0.19213615384615385,0.5602601156069364,NA,NA,NA,22.146153846153847,"17,302","2,119","15,183",0.878,-0.10186307692307695
01069,0.085,0.079,0.135,0.268,0.433,3.8000000000000003,"10,076","22,558","23,893","15,672",0.14,0.312,0.331,0.217,1,0,3,20207,69.48209266,42.12307692307692,0.2076923076923077,401.2810125,34.4,-0.08050615384615384,0.1812176923076923,0.5225807905530265,38959485,0.4716420414880473,1441,149.2153846153846,"101,547","67,220","34,327",0.33799999999999997,-0.044713846153846146
01071,0.092,0.089,0.11,0.249,0.46,3.8040000000000003,"6,218","15,177","10,429","5,175",0.168,0.41,0.282,0.14,1,0,3.3,7481,18.65848284,20.784615384615385,0,385.2618459,37.8,0.011976923076923078,0.1870946153846154,0.5956171383647799,NA,0.35500000000000004,338,183.02307692307693,"53,227","12,233","40,994",0.77,0.011694615384615385
01073,0.049,0.037,0.107,0.179,0.628,4.251,"44,684","118,636","136,299","150,124",0.099,0.264,0.303,0.33399999999999996,0,1,2.9,104288,229.2513381,241.30769230769232,2.5692307692307694,798.3574913,46.6,-0.07414615384615385,0.19116461538461538,0.4518842993632662,691338025.8900001,0.4990589554456783,8428,2196.830769230769,"658,472","593,714","64,752",0.098,-0.08461923076923077
01075,0.107,0.045,0.132,0.189,0.527,3.8770000000000002,"1,737","3,912","3,014","1,174",0.177,0.39799999999999996,0.306,0.11900000000000001,1,0,3.1,2070,8.894097028,3.1153846153846154,0.007692307692307693,133.4644563,35,-0.02586846153846154,0.18293846153846155,0.5953470633104501,NA,NA,NA,22.353846153846156,"14,564",0,"14,564",1,NA
01077,0.093,0.119,0.141,0.179,0.469,3.7219999999999995,"8,026","22,873","17,759","14,948",0.126,0.36,0.27899999999999997,0.235,1,0,3.3,14193,53.51282236,20.415384615384614,0.13076923076923078,262.9395347,38.4,-0.048404615384615386,0.18889846153846154,0.5145332241169608,46552081.800000004,0.58,496,183.14615384615385,"92,709","47,008","45,701",0.493,-0.043576923076923076
01079,0.162,0.08,0.088,0.251,0.419,3.5229999999999997,"4,825","9,605","5,954","2,930",0.207,0.41200000000000003,0.255,0.126,1,0,3.1,5773,18.54305046,5.2,0,294.7569,37.7,-0.056477692307692305,0.17101769230769232,0.609883487344315,NA,0.09,141,38.54615384615384,"34,339","2,991","31,348",0.9129999999999999,0.016540769230769227
01081,0.053,0.064,0.138,0.183,0.562,4.0840000000000005,"8,849","23,026","30,907","34,273",0.091,0.237,0.318,0.353,1,0,2.7,24731,101.2278644,59.98461538461538,0.03076923076923077,246.4669754,32.2,-0.06831692307692308,0.18050692307692306,0.4399224287815969,NA,0.555,744,267.96153846153845,"140,251","101,806","38,441",0.27399999999999997,-0.05506923076923077
01083,0.102,0.034,0.133,0.336,0.395,3.7860000000000005,"10,098","20,044","18,829","16,971",0.153,0.304,0.28600000000000003,0.257,1,0,2.6,11535,64.16149688,25.52307692307692,0.17692307692307693,151.9500253,29.6,-0.027670769230769228,0.1756223076923077,0.4978523821278696,20513330.5,0.30816836058329655,199,166.0076923076923,"82,782","35,092","47,690",0.5760000000000001,-0.028414615384615382
01085,0.12,0.073,0.145,0.199,0.464,3.697,"1,529","2,800","1,696","1,037",0.217,0.396,0.24,0.147,0,1,5.7,2555,5.520435979,3.1384615384615384,0.3230769230769231,597.9631879,39,-0.12031333333333334,0.16468222222222223,0.6110787172011661,NA,NA,NA,24.76153846153846,"11,299",0,"11,299",1,NA
01087,0.008,0.033,0.241,0.172,0.545,4.202,"2,190","3,633","3,760","2,450",0.182,0.302,0.312,0.204,0,1,4.3,4817,12.08354055,5.230769230769231,0.1076923076923077,919.341731,37.9,0.07837923076923077,0.1774030769230769,0.4937712344280861,79252889.73,0,286,29.523076923076925,"21,452","9,536","11,916",0.555,NA
01089,0.062,0.05,0.123,0.177,0.589,4.122,"20,562","51,126","70,137","105,935",0.083,0.20600000000000002,0.28300000000000003,0.428,1,0,2.5,41789,172.2275,133.56153846153848,0.19230769230769232,603.3578174,49.6,-0.07168384615384615,0.19353,0.3793567350630264,114768234.22,0.2977592954990215,2484,954.8153846153846,"334,811","279,763","55,048",0.16399999999999998,-0.06027076923076923
01091,0.033,0.151,0.118,0.186,0.512,3.96,"2,118","4,970","3,895","2,109",0.162,0.38,0.298,0.161,0,1,3.5,4601,7.722101608,8.023076923076923,0,461.4239643,43.1,-0.09144153846153846,0.19229307692307693,0.5675715550309826,NA,0.475,136,56.23076923076923,"21,027","6,452","14,575",0.693,-0.026916923076923074
01093,0.129,0.064,0.246,0.207,0.353,3.4589999999999996,"4,345","7,408","6,804","2,715",0.204,0.348,0.32,0.128,1,0,3.4,4883,15.58520673,12.299999999999999,0.11538461538461539,280.2136217,29.3,-0.0076053846153846145,0.18452307692307693,0.5789384862036959,NA,0.10999999999999999,217,73.18461538461538,"30,776","3,430","27,346",0.889,-0.04329923076923077
01095,0.075,0.064,0.129,0.253,0.479,3.922,"11,761","19,920","19,887","12,387",0.184,0.311,0.311,0.19399999999999998,1,0,2.5,14989,64.92182299,41.42307692307692,0.13076923076923078,186.7876741,35,-0.03850846153846154,0.17724615384615386,0.5605847983058199,8176793,0.3075,498,305.9076923076923,"93,019","43,469","49,550",0.5329999999999999,-0.07116
01097,0.077,0.07,0.102,0.244,0.506,3.952,"37,736","94,715","81,698","64,689",0.135,0.34,0.293,0.23199999999999998,1,0,3.7,71784,130.2299289,187.7076923076923,0.47692307692307695,552.3100664,38.9,-0.08316384615384616,0.1959753846153846,0.5063402838659401,215010327.51,0.5701921366304928,3667,1164.9,"412,999","330,310","82,682",0.2,-0.07576769230769231
01099,0.112,0.041,0.182,0.288,0.378,3.67,"2,113","6,952","3,670","1,983",0.14400000000000002,0.47200000000000003,0.249,0.135,1,0,4.9,4770,8.097965626,7.423076923076923,0.038461538461538464,481.201655,34,-0.062454615384615386,0.20022923076923077,0.5748092791530437,NA,0.27,143,49.38461538461539,"23,068","4,834","18,234",0.79,-0.05484
01101,0.056,0.095,0.123,0.212,0.513,3.972,"19,978","37,648","42,690","50,254",0.133,0.25,0.284,0.33399999999999996,0,1,3.1,34268,111.5782173,70.16153846153846,1.4307692307692308,396.6310625,41.5,-0.08255307692307692,0.1865123076923077,0.43925039351370615,119535221.9,0.34140759045988256,2396,555.8076923076923,"229,363","205,300","24,063",0.105,-0.05993923076923077
01103,0.078,0.077,0.082,0.304,0.459,3.911,"13,137","25,075","25,790","18,476",0.159,0.304,0.313,0.22399999999999998,1,0,2.6,16146,79.38223066,38.87692307692308,0.1769230769230769,254.6186147,35.2,-0.028793076923076925,0.1762630769230769,0.5302776332774599,NA,0.21333333333333335,645,234.76923076923077,"119,490","73,370","46,120",0.386,-0.024751538461538464
01105,0.025,0.084,0.087,0.187,0.618,4.2669999999999995,"1,010","2,172","1,361","1,340",0.172,0.369,0.231,0.228,0,1,5.2,2778,5.089327131,10.753846153846155,0.08461538461538462,0,39.5,-0.09264750000000001,0.202515,0.5752625437572929,5388235.65,NA,NA,53.13076923076923,"10,591",0,"10,591",1,NA
01107,0.031,0.06,0.169,0.157,0.584,4.175,"2,680","5,388","4,380","2,047",0.185,0.37200000000000005,0.302,0.141,1,0,3.5,4380,8.891346444,5.746153846153846,0,216.4836864,38.7,-0.013896153846153846,0.17132384615384616,0.5777397748325496,NA,0.075,96,44.46923076923077,"19,746",0,"19,746",1,NA
01109,0.06,0.131,0.145,0.333,0.33,3.6790000000000003,"2,901","6,899","4,918","4,580",0.15,0.35700000000000004,0.255,0.237,1,0,3.3,6742,19.18998514,8.053846153846154,0.007692307692307693,413.929632,32.5,0.009932307692307692,0.16176615384615384,0.495926243567753,129867705.4,0.24,194,58.6,"32,899","15,897","17,002",0.517,0.040751538461538464
01111,0.158,0.226,0.105,0.144,0.368,3.183,"3,213","5,502","4,454","2,607",0.204,0.349,0.282,0.165,1,0,3,3906,15.0131423,8.73076923076923,0.007692307692307693,268.4032208,26.3,-0.0561,0.19985461538461538,0.5796439981743496,14914764.9,0,34,43.11538461538461,"22,913","4,275","18,638",0.813,4.730769230769233e-4
01113,0.069,0.067,0.08,0.213,0.57,4.076,"6,297","12,237","13,449","6,937",0.162,0.314,0.34600000000000003,0.17800000000000002,0,1,2.9,10823,35.05587426,31.353846153846153,0,449.7776286,30,-0.06309,0.19362000000000001,0.5036839430894309,7192172.1,0.37876950000000004,233,120.96923076923078,"52,947","34,199","18,748",0.354,-0.02438923076923076
01115,0.027,0.134,0.144,0.2,0.495,3.975,"9,488","21,849","20,207","9,880",0.154,0.35600000000000004,0.32899999999999996,0.161,1,0,2.7,9780,53.370584,28.084615384615386,0.03076923076923077,203.9208416,30.8,-0.051113846153846156,0.1837623076923077,0.5228140338120342,NA,0.61,80,229.87692307692308,"83,593","22,740","60,853",0.728,-0.08077538461538461
01117,0.022,0.075,0.118,0.24,0.545,4.189,"10,658","28,835","43,503","62,431",0.073,0.198,0.299,0.429,1,0,2.2,13428,103.8590388,64.95384615384616,0.12307692307692307,176.8047801,28.7,-0.08913307692307693,0.19517846153846155,0.3613380881513305,26050272.14,0.21,561,547.4769230769231,"195,085","150,323","44,762",0.22899999999999998,-0.05450615384615385
01119,0.055,0.068,0.118,0.197,0.562,4.088000000000001,"1,076","2,860","2,408","1,744",0.133,0.354,0.298,0.21600000000000003,0,1,4.5,4195,5.547014404,2.3076923076923075,0.038461538461538464,553.8507597,38.5,0.008236923076923076,0.17983384615384615,0.5222558844092287,63836353.4,0.225,66,35.41538461538462,"13,763",0,"13,763",1,NA
01121,0.113,0.15,0.208,0.169,0.361,3.4050000000000002,"11,014","18,881","17,721","8,377",0.19699999999999998,0.337,0.316,0.15,1,0,3.4,13326,42.21915736,20.815384615384616,0.12307692307692307,326.7732071,29.8,-0.013875384615384616,0.18025538461538462,0.5774562022717064,14399260.1,0.27536099999999997,497,132.8076923076923,"82,291","36,360","45,931",0.5579999999999999,-0.006166923076923078
01123,0.067,0.095,0.136,0.296,0.406,3.8120000000000003,"5,546","9,376","8,458","5,287",0.193,0.327,0.295,0.184,1,0,3,6341,21.89695846,9.330769230769231,0,497.5365871,31.9,-0.05783615384615384,0.1890676923076923,0.5616773596137311,5735948.03,0.3925,207,77.34615384615384,"41,616","10,726","30,890",0.742,-0.03178461538461538
01125,0.041,0.036,0.144,0.247,0.532,4.152,"15,036","38,580","35,780","39,660",0.11699999999999999,0.299,0.27699999999999997,0.307,1,0,2.7,32226,60.27841134,63.223076923076924,1.2076923076923076,432.2257134,35.6,-0.049315384615384615,0.1738223076923077,0.5061654584859129,304358054.2,0.16972358571428572,1396,600.6461538461539,"194,656","145,003","49,653",0.255,-0.08250692307692307
01127,0.09,0.081,0.145,0.256,0.429,3.766,"8,141","16,796","14,765","5,080",0.182,0.375,0.33,0.113,1,0,3.3,10837,31.4801768,21.73076923076923,1.176923076923077,443.9528471,37.7,-0.03754538461538462,0.20517153846153846,0.5984271319734579,11734887.8,0.49,474,226.41538461538462,"67,023","17,367","49,656",0.741,-0.05070692307692308
01129,0.018,0.077,0.102,0.307,0.495,4.163,"1,971","4,886","3,052","1,437",0.174,0.431,0.26899999999999996,0.127,1,0,4.6,2998,5.948771806,11.961538461538462,0.06923076923076923,325.8873022,36.5,-0.14378461538461537,0.19730384615384616,0.6467216051594411,NA,0.195,40,32.95384615384616,"17,581",0,"17,581",1,-0.15275128205128205
01131,0.061,0.098,0.199,0.187,0.455,3.816,"1,675","2,808","1,742",889,0.235,0.395,0.245,0.125,0,1,7.1,3329,4.69736954,4.030769230769231,0,336.0749978,42.3,-0.06795666666666667,0.19962916666666666,0.5946577629382304,NA,0.035,51,23.96153846153846,"11,670",0,"11,670",1,NA
01133,0.13,0.046,0.328,0.183,0.312,3.3680000000000003,"3,635","6,556","4,764","2,201",0.212,0.382,0.278,0.128,1,0,3.3,3882,15.03833828,5.746153846153846,0.15384615384615385,372.7325437,17.6,-0.04591384615384615,0.17199923076923077,0.63125,NA,0.16,98,69.03846153846153,"24,484","3,699","20,785",0.8490000000000001,-0.026356923076923076
02000,NA,NA,NA,NA,NA,NA,"34,376","134,582","169,609","142,019",0.07200000000000001,0.28,0.353,0.29600000000000004,NA,NA,6.1,73033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02010,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02013,0.067,0.032,0.034,0.316,0.551,4.1850000000000005,380,"1,137",798,301,0.145,0.435,0.305,0.115,NA,NA,2.8,492,0.189317984,0,0,0,67.8,NA,NA,0.717692974848222,NA,NA,NA,5.8307692307692305,"3,141",0,"3,141",1,NA
02016,0.078,0.031,0.03,0.337,0.524,4.12,435,"1,611","1,378",703,0.105,0.39,0.33399999999999996,0.17,NA,NA,3.6,414,0.505471803,0.11538461538461539,0,235.8918527,53.5,-0.034455,0.26650166666666664,0.6843342036553525,NA,0,0,13.238461538461538,"5,561",0,"5,561",1,NA
02020,0.042,0.05,0.049,0.196,0.663,4.346,"11,701","44,936","65,951","69,282",0.061,0.23399999999999999,0.344,0.361,NA,NA,5.1,26636,67.00029188,22.50769230769231,0.1,824.7217146,50.5,0.005740769230769231,0.18025461538461537,0.4346748096553867,64362334.21,0.24851601398240591,2128,1571.4,"291,826","279,811","12,015",0.040999999999999995,-0.06437923076923077
02050,0.101,0.022,0.014,0.45,0.413,3.951,"1,871","4,550","2,216","1,164",0.191,0.46399999999999997,0.226,0.11900000000000001,NA,NA,12.9,4249,0.171435929,0.3769230769230769,0,275.9319743,54.7,0.08024615384615384,0.16148076923076923,0.4779753323722569,NA,0.2,71,115.66153846153846,"17,013","4,434","12,579",0.7390000000000001,NA
02060,0.048,0.037,0.042,0.308,0.564,4.252,38,235,219,143,0.06,0.37,0.345,0.225,NA,NA,6.1,80,0.712955928,0,0,104.1666667,87.7,NA,NA,0.5085470085470085,NA,NA,NA,71.73846153846154,997,0,997,1,NA
02068,0.062,0.081,0.067,0.225,0.565,4.087999999999999,25,423,511,668,0.015,0.26,0.314,0.41100000000000003,NA,NA,8.5,132,0.068195198,0,0,NA,44.4,NA,NA,0.5305039787798409,NA,NA,NA,2.2384615384615385,"1,826",0,"1,826",1,NA
02070,0.072,0.025,0.027,0.391,0.484,4.115,396,"1,078",782,639,0.13699999999999998,0.37200000000000005,0.27,0.221,NA,NA,8.1,883,0.104785322,0.36153846153846153,0,938.1237525,41.1,NA,NA,0.5192118226600986,NA,0.075,36,14.384615384615385,"4,847",0,"4,847",1,NA
